set,before_path,after_path,before_w,before_h,after_w,after_h,note
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_006.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session36\before\era2_2022-2023_session36_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session36\after\era2_2022-2023_session36_img_001.JPG,5472,3648,3275,4912,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_008.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session51\before\era3_2024-2025_session51_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session51\after\era3_2024-2025_session51_img_004.JPG,6960,4640,6960,4640,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\before\era3_2024-2025_session8_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\after\era3_2024-2025_session8_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session17\before\era3_2024-2025_session17_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session17\after\era3_2024-2025_session17_img_004.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\before\era1_2020-2021_session15_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\after\era1_2020-2021_session15_img_003.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session49\before\era3_2024-2025_session49_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session49\after\era3_2024-2025_session49_img_006.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session14\before\era2_2022-2023_session14_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session14\after\era2_2022-2023_session14_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\before\era2_2022-2023_session32_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\after\era2_2022-2023_session32_img_007.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\before\era3_2024-2025_session2_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\after\era3_2024-2025_session2_img_008.JPG,5472,3648,3455,5182,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_010.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session54\before\era3_2024-2025_session54_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session54\after\era3_2024-2025_session54_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session43\before\era3_2024-2025_session43_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session43\after\era3_2024-2025_session43_img_009.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_010.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\before\era3_2024-2025_session2_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\after\era3_2024-2025_session2_img_001.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\before\era3_2024-2025_session21_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\after\era3_2024-2025_session21_img_009.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session22\before\era2_2022-2023_session22_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session22\after\era2_2022-2023_session22_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session17\before\era1_2020-2021_session17_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session17\after\era1_2020-2021_session17_img_002.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\before\era2_2022-2023_session32_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\after\era2_2022-2023_session32_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session40\before\era3_2024-2025_session40_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session40\after\era3_2024-2025_session40_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_010.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session17\before\era2_2022-2023_session17_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session17\after\era2_2022-2023_session17_img_003.JPG,5472,3648,3324,4986,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\before\era1_2020-2021_session8_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\after\era1_2020-2021_session8_img_008.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\before\era2_2022-2023_session45_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\after\era2_2022-2023_session45_img_002.JPG,5472,3648,3408,5112,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\before\era2_2022-2023_session37_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\after\era2_2022-2023_session37_img_008.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session24\before\era2_2022-2023_session24_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session24\after\era2_2022-2023_session24_img_003.JPG,5472,3648,3497,5245,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session11\before\era3_2024-2025_session11_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session11\after\era3_2024-2025_session11_img_005.JPG,5168,3448,3329,4993,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\before\era3_2024-2025_session3_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\after\era3_2024-2025_session3_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\before\era2_2022-2023_session4_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\after\era2_2022-2023_session4_img_007.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session15\before\era3_2024-2025_session15_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session15\after\era3_2024-2025_session15_img_008.JPG,6960,4640,4027,6041,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\before\era2_2022-2023_session37_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\after\era2_2022-2023_session37_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session10\before\era2_2022-2023_session10_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session10\after\era2_2022-2023_session10_img_001.JPG,5472,3648,3179,4769,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\before\era2_2022-2023_session44_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\after\era2_2022-2023_session44_img_010.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session10\before\era1_2020-2021_session10_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session10\after\era1_2020-2021_session10_img_006.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session19\before\era3_2024-2025_session19_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session19\after\era3_2024-2025_session19_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session10\before\era2_2022-2023_session10_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session10\after\era2_2022-2023_session10_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session37\before\era3_2024-2025_session37_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session37\after\era3_2024-2025_session37_img_006.JPG,6960,4640,4226,6338,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session28\before\era2_2022-2023_session28_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session28\after\era2_2022-2023_session28_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\before\era2_2022-2023_session38_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\after\era2_2022-2023_session38_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session46\before\era2_2022-2023_session46_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session46\after\era2_2022-2023_session46_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session37\before\era3_2024-2025_session37_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session37\after\era3_2024-2025_session37_img_001.JPG,6960,4640,4275,6413,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\before\era2_2022-2023_session4_img_011.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\after\era2_2022-2023_session4_img_011.JPG,5472,3648,3379,5069,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\before\era1_2020-2021_session6_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\after\era1_2020-2021_session6_img_012.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session21\before\era2_2022-2023_session21_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session21\after\era2_2022-2023_session21_img_002.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\before\era1_2020-2021_session1_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\after\era1_2020-2021_session1_img_005.JPG,2736,1824,3532,5298,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\before\era3_2024-2025_session21_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\after\era3_2024-2025_session21_img_012.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session5\before\era1_2020-2021_session5_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session5\after\era1_2020-2021_session5_img_002.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\before\era1_2020-2021_session12_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\after\era1_2020-2021_session12_img_007.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session10\before\era3_2024-2025_session10_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session10\after\era3_2024-2025_session10_img_002.JPG,5168,3448,3207,4810,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session14\before\era1_2020-2021_session14_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session14\after\era1_2020-2021_session14_img_009.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session15\before\era2_2022-2023_session15_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session15\after\era2_2022-2023_session15_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\before\era2_2022-2023_session32_img_011.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\after\era2_2022-2023_session32_img_011.JPG,5472,3648,5351,3568,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\before\era2_2022-2023_session37_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\after\era2_2022-2023_session37_img_006.JPG,5472,3648,3486,5229,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session47\before\era2_2022-2023_session47_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session47\after\era2_2022-2023_session47_img_009.JPG,5472,3648,3563,5344,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session35\before\era2_2022-2023_session35_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session35\after\era2_2022-2023_session35_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session25\before\era3_2024-2025_session25_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session25\after\era3_2024-2025_session25_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\before\era1_2020-2021_session8_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\after\era1_2020-2021_session8_img_009.JPG,2736,1824,3523,5284,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\before\era2_2022-2023_session43_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\after\era2_2022-2023_session43_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\before\era1_2020-2021_session1_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\after\era1_2020-2021_session1_img_006.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session16\before\era3_2024-2025_session16_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session16\after\era3_2024-2025_session16_img_003.JPG,6960,4640,4397,6595,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session1\before\era3_2024-2025_session1_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session1\after\era3_2024-2025_session1_img_004.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\before\era3_2024-2025_session6_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\after\era3_2024-2025_session6_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\before\era3_2024-2025_session33_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\after\era3_2024-2025_session33_img_007.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session54\before\era3_2024-2025_session54_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session54\after\era3_2024-2025_session54_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\before\era2_2022-2023_session27_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\after\era2_2022-2023_session27_img_005.JPG,5472,3648,3348,5022,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\before\era3_2024-2025_session8_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\after\era3_2024-2025_session8_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session17\before\era1_2020-2021_session17_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session17\after\era1_2020-2021_session17_img_007.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session34\before\era2_2022-2023_session34_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session34\after\era2_2022-2023_session34_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session35\before\era3_2024-2025_session35_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session35\after\era3_2024-2025_session35_img_006.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session39\before\era2_2022-2023_session39_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session39\after\era2_2022-2023_session39_img_003.JPG,5472,3648,3151,4726,
